age,taille,Habitat,sexe,stade_evolution
23,35,Marecage,male,2
8,13,Marecage,femelle,1
5,6,Desert,male,0
22,38,Montagne,male,2
20,28,Desert,male,1
18,25,Foret,male,2
14,23,Marecage,femelle,2
19,23,Plaine,femelle,3
23,24,Foret,male,2
3,5,Plaine,femelle,2
17,17,Marecage,femelle,2
16,24,Grotte,femelle,2
28,53,Plaine,male,3
30,59,Marecage,male,2
27,53,Foret,femelle,3
1,1,Marecage,male,1
22,22,Desert,femelle,2
28,46,Desert,femelle,2
11,11,Foret,femelle,2
9,13,Marecage,male,1
16,21,Montagne,femelle,2
14,18,Desert,male,1
5,5,Grotte,femelle,1
9,9,Montagne,male,1
26,37,Foret,femelle,3
28,39,Plaine,femelle,3
27,34,Foret,femelle,3
17,20,Montagne,femelle,2
5,7,Marecage,male,1
2,2,Grotte,femelle,1
28,52,Plaine,femelle,3
8,10,Plaine,male,1
27,33,Desert,femelle,2
12,19,Plaine,femelle,2
18,22,Marecage,femelle,2
14,21,Grotte,male,1
21,39,Desert,femelle,2
21,39,Grotte,femelle,2
27,31,Montagne,femelle,3
18,29,Grotte,male,1
1,1,Grotte,male,0
10,17,Desert,femelle,1
9,9,Montagne,femelle,2
21,40,Foret,femelle,3
5,9,Plaine,male,1
17,27,Marecage,femelle,2
12,14,Foret,femelle,2
25,44,Plaine,femelle,3
14,20,Grotte,femelle,2
29,39,Desert,femelle,2
22,24,Plaine,male,2
18,30,Marecage,male,2
10,17,Foret,male,1
10,15,Montagne,femelle,2
17,28,Marecage,male,2
24,27,Plaine,male,2
12,20,Foret,femelle,2
16,19,Foret,male,2
22,28,Marecage,femelle,2
8,14,Desert,male,1
14,19,Plaine,male,2
23,25,Desert,male,1
4,7,Grotte,femelle,1
7,9,Montagne,male,1
3,3,Marecage,femelle,1
6,7,Marecage,femelle,1
28,31,Plaine,femelle,3
22,28,Marecage,male,2
16,30,Plaine,male,2
5,7,Plaine,male,1
7,8,Montagne,femelle,2
30,48,Marecage,male,2
26,50,Marecage,femelle,3
3,3,Montagne,femelle,1
21,33,Plaine,femelle,3
13,24,Foret,femelle,2
22,38,Desert,femelle,2
22,39,Montagne,femelle,3
16,27,Marecage,male,1
22,39,Foret,male,2
10,14,Marecage,femelle,2
15,18,Marecage,femelle,2
16,27,Foret,femelle,2
13,20,Desert,femelle,1
25,39,Grotte,femelle,2
8,15,Desert,femelle,1
30,39,Foret,femelle,3
1,1,Plaine,femelle,2
26,28,Desert,male,2
29,34,Montagne,femelle,3
15,18,Montagne,femelle,2
5,9,Desert,femelle,1
1,1,Montagne,male,1
20,32,Marecage,male,2
6,8,Desert,male,1
2,3,Marecage,male,1
20,21,Desert,femelle,2
11,11,Foret,male,1
9,15,Grotte,male,1
8,9,Plaine,male,1
25,37,Grotte,male,2
26,38,Marecage,femelle,3
11,19,Foret,male,2
3,5,Marecage,femelle,1
3,3,Foret,femelle,1
10,12,Grotte,male,1
27,41,Plaine,femelle,3
25,49,Montagne,male,2
26,30,Grotte,male,2
13,16,Grotte,femelle,2
28,34,Foret,male,2
20,37,Foret,femelle,3
28,48,Desert,femelle,2
28,31,Montagne,femelle,3
21,25,Montagne,male,2
30,54,Montagne,male,3
8,8,Desert,femelle,1
14,17,Montagne,femelle,2
15,18,Plaine,femelle,2
2,3,Marecage,femelle,1
8,10,Montagne,male,1
21,32,Desert,male,1
5,5,Montagne,femelle,1
7,10,Foret,male,1
10,12,Desert,male,1
17,32,Foret,male,2
6,10,Desert,male,1
19,23,Desert,male,1
5,5,Grotte,male,1
2,2,Plaine,femelle,2
26,26,Grotte,femelle,2
25,48,Montagne,femelle,3
27,48,Plaine,male,3
7,12,Foret,male,1
16,31,Foret,femelle,2
15,15,Plaine,male,2
28,49,Marecage,femelle,3
25,41,Desert,male,2
9,10,Foret,male,1
1,1,Plaine,male,1
18,25,Marecage,femelle,2
9,14,Plaine,male,2
4,4,Montagne,male,1
24,41,Montagne,male,2
13,18,Foret,male,2
11,15,Plaine,male,2
12,12,Marecage,male,1
11,11,Marecage,femelle,2
27,44,Plaine,femelle,3
2,3,Grotte,femelle,1
29,53,Desert,male,2
5,7,Foret,femelle,2
5,8,Desert,femelle,1
30,49,Plaine,male,3
26,45,Desert,femelle,2
23,27,Desert,male,1
15,23,Desert,femelle,2
27,41,Foret,femelle,3
15,24,Grotte,femelle,2
11,14,Marecage,femelle,2
13,19,Plaine,femelle,2
5,7,Marecage,male,1
10,17,Foret,femelle,2
29,50,Marecage,male,2
7,12,Plaine,male,1
15,19,Marecage,male,1
2,3,Plaine,femelle,2
12,15,Plaine,femelle,2
17,20,Montagne,femelle,2
14,23,Plaine,male,2
29,32,Foret,male,2
2,2,Montagne,male,1
25,45,Grotte,femelle,2
13,20,Grotte,male,1
27,37,Grotte,femelle,2
1,1,Marecage,femelle,1
18,18,Plaine,femelle,2
4,4,Foret,femelle,2
18,29,Desert,male,1
14,21,Marecage,femelle,2
21,41,Grotte,male,2
4,5,Grotte,femelle,1
17,19,Foret,femelle,2
18,27,Montagne,femelle,2
13,17,Montagne,male,1
19,28,Plaine,male,2
22,28,Grotte,femelle,2
28,31,Marecage,male,2
2,3,Grotte,femelle,1
24,29,Marecage,femelle,2
29,42,Montagne,male,2
7,9,Marecage,femelle,1
20,26,Marecage,male,2
11,13,Marecage,femelle,2
19,22,Montagne,male,2
22,31,Marecage,male,2
26,33,Marecage,femelle,2
29,47,Grotte,male,2
11,14,Foret,male,1
30,37,Desert,femelle,2
27,45,Grotte,femelle,2
14,21,Plaine,femelle,2
27,48,Foret,male,3
5,6,Marecage,male,1
16,31,Grotte,male,1
20,31,Plaine,femelle,3
8,13,Montagne,male,1
27,47,Montagne,male,2
12,14,Foret,femelle,2
6,9,Montagne,male,1
1,1,Marecage,male,1
10,15,Grotte,femelle,1
26,50,Marecage,male,2
5,8,Grotte,male,1
11,20,Grotte,femelle,2
4,7,Foret,femelle,2
23,23,Grotte,femelle,2
28,54,Marecage,male,2
17,33,Marecage,male,2
18,29,Foret,male,2
13,20,Grotte,male,1
1,1,Desert,male,0
10,12,Marecage,femelle,2
7,9,Montagne,male,1
23,36,Marecage,male,2
26,40,Desert,femelle,2
12,13,Montagne,femelle,2
7,10,Desert,male,1
30,55,Marecage,male,2
24,33,Foret,male,2
30,43,Desert,male,2
8,9,Grotte,male,1
16,18,Marecage,femelle,2
17,31,Montagne,femelle,2
18,26,Desert,femelle,2
18,25,Foret,male,2
26,45,Grotte,male,2
28,33,Marecage,male,2
30,46,Desert,femelle,2
28,53,Montagne,male,2
24,38,Marecage,femelle,2
21,28,Grotte,femelle,2
7,12,Desert,male,1
12,21,Desert,femelle,1
22,43,Marecage,male,2
7,11,Grotte,femelle,1
30,45,Foret,male,3
24,37,Desert,male,2
7,13,Grotte,femelle,1
10,10,Grotte,femelle,1
15,29,Grotte,male,1
28,47,Desert,male,2
6,8,Montagne,femelle,2
18,21,Montagne,male,2
26,42,Foret,femelle,3
15,19,Desert,femelle,1
12,12,Foret,male,1
28,28,Plaine,femelle,3
29,52,Grotte,femelle,3
12,14,Montagne,femelle,2
28,45,Foret,femelle,3
11,17,Montagne,femelle,2
15,26,Plaine,male,2
10,12,Plaine,femelle,2
6,7,Grotte,femelle,1
14,14,Grotte,male,1
11,17,Grotte,femelle,1
6,6,Montagne,male,1
11,17,Montagne,male,1
5,7,Marecage,male,1
23,43,Grotte,femelle,2
28,52,Grotte,male,2
17,33,Grotte,femelle,2
3,3,Plaine,male,1
4,6,Desert,male,0
11,19,Marecage,male,1
4,5,Marecage,male,1
22,29,Montagne,male,2
6,11,Plaine,male,1
15,26,Marecage,femelle,2
7,11,Foret,femelle,2
13,17,Plaine,femelle,2
20,21,Foret,male,2
24,43,Montagne,male,2
5,6,Desert,male,0
24,43,Plaine,male,3
16,29,Marecage,femelle,2
3,3,Plaine,male,1
1,1,Foret,male,1
18,25,Montagne,femelle,2
10,16,Plaine,femelle,2
21,30,Plaine,male,2
13,24,Plaine,femelle,2
3,5,Grotte,femelle,1
12,14,Marecage,femelle,2
20,37,Marecage,male,2
21,32,Marecage,femelle,2
16,27,Marecage,male,1
18,31,Montagne,femelle,2
10,12,Foret,femelle,2
27,48,Plaine,male,3
2,2,Plaine,male,1
4,4,Grotte,femelle,1
26,42,Montagne,male,2
26,35,Desert,male,2
5,8,Marecage,femelle,1
30,44,Montagne,femelle,3
21,40,Montagne,male,2
3,3,Montagne,male,1
17,27,Desert,femelle,2
13,20,Grotte,male,1
23,30,Montagne,male,2
4,4,Desert,male,0
10,17,Marecage,male,1
5,6,Plaine,male,1
21,25,Marecage,femelle,2
7,11,Grotte,male,1
28,50,Grotte,male,2
16,21,Desert,male,1
2,2,Foret,femelle,1
1,1,Desert,male,0
15,24,Marecage,femelle,2
10,18,Marecage,male,1
13,15,Foret,femelle,2
3,5,Grotte,male,1
26,31,Grotte,male,2
15,26,Montagne,femelle,2
20,26,Foret,male,2
30,58,Montagne,femelle,3
17,33,Foret,femelle,2
24,30,Montagne,male,2
28,54,Marecage,male,2
20,36,Desert,femelle,2
25,46,Marecage,femelle,3
29,45,Marecage,male,2
4,7,Grotte,femelle,1
26,38,Grotte,femelle,2
2,2,Plaine,male,1
21,36,Foret,femelle,3
7,13,Desert,femelle,1
8,9,Montagne,male,1
1,1,Montagne,male,1
18,27,Montagne,femelle,2
27,38,Foret,male,2
11,15,Plaine,femelle,2
15,20,Foret,femelle,2
13,21,Plaine,male,2
30,43,Plaine,male,3
16,16,Plaine,femelle,2
9,9,Grotte,femelle,1
3,4,Montagne,male,1
26,44,Montagne,male,2
14,21,Desert,male,1
30,38,Foret,femelle,3
3,3,Montagne,femelle,1
27,28,Foret,femelle,3
17,19,Grotte,male,1
27,45,Grotte,male,2
18,24,Grotte,male,1
25,29,Desert,male,1
5,6,Desert,femelle,1
20,33,Foret,femelle,3
16,31,Montagne,femelle,2
6,11,Marecage,male,1
26,32,Plaine,male,2
6,10,Desert,femelle,1
9,12,Montagne,femelle,2
24,40,Grotte,male,2
4,6,Grotte,femelle,1
18,23,Desert,femelle,2
29,51,Grotte,femelle,3
10,14,Montagne,male,1
3,3,Grotte,femelle,1
26,51,Marecage,femelle,3
9,11,Montagne,male,1
10,14,Foret,male,1
15,16,Montagne,femelle,2
25,34,Foret,femelle,3
26,42,Marecage,femelle,3
17,25,Foret,femelle,2
10,19,Marecage,male,1
2,2,Montagne,femelle,1
11,17,Montagne,femelle,2
1,1,Marecage,male,1
11,17,Montagne,male,1
12,18,Foret,male,2
5,6,Marecage,male,1
26,36,Grotte,male,2
6,7,Montagne,male,1
5,7,Montagne,femelle,1
23,23,Grotte,femelle,2
30,57,Desert,femelle,3
7,7,Montagne,femelle,2
3,3,Montagne,male,1
2,3,Grotte,male,0
20,26,Montagne,femelle,2
4,7,Marecage,male,1
29,51,Foret,male,3
12,19,Montagne,male,1
23,44,Plaine,femelle,3
11,20,Plaine,femelle,2
17,23,Montagne,male,2
11,12,Marecage,male,1
20,27,Montagne,male,2
9,9,Grotte,femelle,1
24,37,Plaine,male,2
9,9,Foret,male,1
4,7,Plaine,femelle,2
30,40,Grotte,femelle,3
9,17,Desert,male,1
1,1,Grotte,male,0
3,5,Marecage,femelle,1
22,26,Foret,femelle,3
10,18,Marecage,femelle,2
24,43,Desert,femelle,2
29,50,Marecage,femelle,3
12,23,Montagne,male,1
15,15,Plaine,male,2
28,40,Foret,femelle,3
13,24,Foret,male,2
29,35,Grotte,femelle,2
10,13,Marecage,male,1
11,14,Desert,femelle,1
12,21,Grotte,femelle,2
21,35,Desert,male,1
6,7,Montagne,male,1
19,29,Plaine,male,2
1,1,Desert,male,0
7,13,Foret,male,1
11,15,Desert,femelle,1
20,39,Plaine,male,2
23,43,Plaine,femelle,3
5,7,Desert,femelle,1
7,11,Plaine,male,1
19,35,Plaine,male,2
5,9,Montagne,femelle,1
5,8,Plaine,femelle,2
10,18,Montagne,femelle,2
24,37,Desert,male,2
17,31,Montagne,femelle,2
30,31,Marecage,femelle,3
16,25,Desert,femelle,2
4,4,Grotte,femelle,1
23,24,Desert,male,1
13,18,Montagne,male,1
19,21,Desert,male,1
1,1,Foret,male,1
3,5,Montagne,male,1
6,9,Montagne,male,1
19,28,Foret,male,2
11,12,Grotte,femelle,1
8,11,Grotte,male,1
10,11,Montagne,femelle,2
29,33,Foret,male,2
4,4,Desert,femelle,1
15,24,Marecage,femelle,2
26,34,Plaine,femelle,3
9,14,Foret,femelle,2
9,10,Grotte,male,1
5,5,Plaine,femelle,2
6,10,Grotte,femelle,1
19,26,Montagne,male,2
17,23,Foret,femelle,2
21,39,Grotte,male,2
7,12,Grotte,male,1
20,34,Grotte,femelle,2
6,11,Grotte,femelle,1
12,13,Grotte,male,1
27,33,Plaine,femelle,3
12,22,Marecage,male,1
3,4,Desert,femelle,1
19,27,Grotte,male,1
13,16,Foret,femelle,2
12,20,Montagne,femelle,2
14,26,Montagne,male,2
9,17,Montagne,male,1
27,35,Montagne,male,2
20,36,Plaine,male,2
8,9,Grotte,male,1
23,28,Grotte,male,2
7,12,Desert,femelle,1
24,33,Plaine,male,2
5,7,Marecage,femelle,1
16,19,Montagne,femelle,2
16,20,Grotte,male,1
16,30,Desert,male,1
24,43,Grotte,male,2
7,11,Montagne,male,1
4,6,Desert,femelle,1
21,26,Plaine,femelle,3
9,13,Montagne,femelle,2
15,17,Foret,male,2
5,8,Grotte,femelle,1
21,30,Foret,male,2
10,16,Desert,male,1
19,22,Montagne,male,2
10,19,Plaine,femelle,2
19,23,Marecage,femelle,2
5,5,Plaine,femelle,2
22,39,Grotte,femelle,2
28,55,Foret,femelle,3
16,21,Foret,femelle,2
25,43,Desert,male,2
14,22,Grotte,femelle,2
17,22,Plaine,male,2
12,12,Marecage,femelle,2
26,32,Montagne,femelle,3
23,27,Desert,femelle,2
20,37,Grotte,femelle,2
21,34,Grotte,femelle,2
28,40,Plaine,femelle,3
3,4,Grotte,femelle,1
23,23,Plaine,male,2
3,5,Montagne,femelle,1
14,27,Plaine,femelle,2
14,16,Montagne,male,1
13,15,Montagne,male,1
28,37,Plaine,male,3
8,14,Plaine,femelle,2
29,40,Plaine,male,3
4,6,Grotte,femelle,1
3,4,Desert,male,0
17,30,Foret,male,2
12,20,Montagne,male,1
6,8,Plaine,femelle,2
20,32,Foret,femelle,3
18,25,Grotte,femelle,2
9,15,Desert,male,1
19,30,Montagne,femelle,2
17,25,Plaine,male,2
18,34,Montagne,male,2
5,8,Desert,male,0
4,4,Plaine,femelle,2
11,11,Plaine,male,2
5,6,Desert,femelle,1
4,5,Desert,male,0
21,35,Plaine,male,2
12,17,Foret,femelle,2
23,43,Montagne,male,2
4,7,Foret,femelle,2
1,1,Desert,male,0
6,9,Marecage,femelle,1
3,3,Montagne,male,1
18,26,Marecage,femelle,2
23,35,Foret,male,2
9,14,Montagne,male,1
7,13,Montagne,femelle,2
5,6,Grotte,male,1
18,22,Foret,male,2
22,23,Grotte,male,1
26,26,Plaine,male,2
18,18,Marecage,femelle,2
11,16,Desert,male,1
9,12,Marecage,femelle,2
6,10,Marecage,male,1
14,15,Montagne,femelle,2
28,44,Desert,male,2
26,47,Marecage,femelle,3
13,23,Plaine,femelle,2
25,31,Marecage,male,2
28,39,Plaine,femelle,3
25,41,Desert,femelle,2
12,12,Plaine,femelle,2
27,48,Foret,femelle,3
1,1,Plaine,male,1
13,16,Foret,male,2
23,37,Desert,femelle,2
12,12,Desert,femelle,1
24,36,Marecage,femelle,2
1,1,Grotte,male,0
19,28,Plaine,male,2
24,45,Foret,male,2
5,6,Plaine,male,1
13,24,Foret,male,2
15,29,Desert,femelle,2
24,29,Marecage,male,2
14,21,Foret,femelle,2
11,11,Montagne,male,1
30,48,Marecage,male,2
7,11,Foret,male,1
19,26,Foret,femelle,2
7,8,Grotte,male,1
6,7,Foret,male,1
11,21,Montagne,male,1
16,28,Marecage,male,2
8,9,Grotte,femelle,1
5,8,Grotte,male,1
19,26,Foret,femelle,2
16,20,Plaine,male,2
30,38,Desert,male,2
4,6,Plaine,femelle,2
20,36,Montagne,male,2
3,5,Foret,femelle,2
13,23,Foret,femelle,2
21,38,Desert,male,2
15,27,Foret,male,2
19,37,Grotte,male,2
3,3,Foret,femelle,1
15,26,Marecage,femelle,2
9,16,Foret,femelle,2
29,30,Marecage,male,2
3,4,Foret,male,1
11,15,Marecage,femelle,2
27,43,Montagne,male,2
25,35,Grotte,male,2
9,16,Marecage,femelle,2
20,38,Foret,femelle,3
7,11,Plaine,femelle,2
25,36,Foret,femelle,3
25,40,Desert,male,2
25,41,Plaine,male,3
14,18,Grotte,male,1
10,12,Montagne,femelle,2
7,9,Foret,femelle,2
26,28,Plaine,femelle,3
3,4,Montagne,femelle,1
29,40,Grotte,male,2
3,3,Marecage,femelle,1
7,13,Grotte,femelle,1
2,2,Grotte,male,0
21,35,Montagne,femelle,2
2,3,Foret,femelle,1
21,36,Grotte,femelle,2
10,15,Marecage,male,1
16,19,Plaine,male,2
17,20,Marecage,femelle,2
21,24,Montagne,femelle,2
8,12,Marecage,male,1
28,44,Marecage,male,2
12,21,Foret,male,2
19,25,Plaine,femelle,3
13,25,Montagne,male,2
11,15,Desert,male,1
23,23,Marecage,femelle,2
22,38,Plaine,male,2
28,33,Grotte,femelle,2
15,28,Montagne,male,2
29,57,Grotte,male,2
14,21,Plaine,male,2
9,14,Grotte,femelle,1
30,49,Marecage,male,2
4,6,Desert,femelle,1
21,30,Plaine,femelle,3
13,20,Montagne,male,1
7,9,Plaine,male,1
30,37,Plaine,male,3
25,45,Montagne,male,2
11,14,Montagne,male,1
30,45,Desert,male,2
3,4,Plaine,femelle,2
1,1,Foret,femelle,1
11,17,Foret,femelle,2
4,7,Desert,male,0
2,2,Desert,femelle,1
5,8,Grotte,male,1
4,7,Montagne,male,1
2,3,Montagne,male,1
4,5,Plaine,male,1
8,11,Montagne,male,1
28,49,Grotte,male,2
26,39,Grotte,male,2
14,15,Marecage,femelle,2
1,1,Desert,femelle,1
23,28,Foret,femelle,3
3,3,Montagne,femelle,1
26,29,Grotte,male,2
4,5,Plaine,male,1
24,26,Marecage,male,2
7,9,Montagne,male,1
28,55,Desert,male,2
4,4,Foret,male,1
30,44,Marecage,femelle,3
21,40,Montagne,femelle,3
6,11,Marecage,femelle,1
12,13,Montagne,male,1
14,23,Plaine,male,2
30,37,Plaine,femelle,3
28,44,Foret,femelle,3
21,25,Plaine,femelle,3
23,29,Plaine,male,2
26,48,Foret,male,3
15,20,Marecage,femelle,2
14,18,Grotte,femelle,2
4,7,Grotte,femelle,1
7,11,Montagne,femelle,2
5,7,Grotte,femelle,1
15,24,Grotte,femelle,2
15,23,Montagne,male,2
10,13,Plaine,male,2
28,53,Marecage,male,2
3,4,Plaine,femelle,2
21,34,Montagne,male,2
18,33,Grotte,femelle,2
4,7,Plaine,femelle,2
5,5,Plaine,femelle,2
15,25,Grotte,femelle,2
21,40,Marecage,male,2
24,44,Marecage,male,2
7,10,Desert,femelle,1
9,13,Plaine,male,2
22,29,Marecage,male,2
9,9,Desert,femelle,1
5,8,Marecage,femelle,1
18,20,Foret,femelle,2
26,28,Montagne,male,2
6,10,Grotte,femelle,1
1,1,Foret,male,1
20,37,Grotte,femelle,2
17,30,Marecage,male,2
18,22,Plaine,male,2
25,42,Desert,male,2
30,45,Marecage,femelle,3
17,25,Foret,male,2
19,34,Grotte,femelle,2
8,14,Marecage,femelle,2
1,1,Montagne,male,1
2,3,Desert,male,0
28,47,Marecage,male,2
24,42,Marecage,femelle,3
24,27,Montagne,femelle,2
27,47,Foret,femelle,3
12,20,Desert,male,1
12,12,Foret,male,1
25,37,Foret,male,2
17,18,Desert,femelle,2
30,38,Plaine,femelle,3
6,6,Plaine,femelle,2
15,18,Foret,male,2
14,15,Desert,male,1
29,41,Plaine,femelle,3
3,5,Marecage,femelle,1
2,3,Marecage,male,1
11,15,Foret,male,1
11,12,Grotte,femelle,1
30,37,Desert,male,2
18,24,Desert,femelle,2
18,32,Foret,femelle,2
7,10,Marecage,femelle,1
30,52,Marecage,femelle,3
27,36,Marecage,femelle,3
8,12,Grotte,femelle,1
7,7,Desert,femelle,1
30,54,Montagne,femelle,3
30,48,Plaine,male,3
10,12,Plaine,femelle,2
28,38,Desert,male,2
7,12,Desert,male,1
19,35,Grotte,femelle,2
14,17,Plaine,femelle,2
24,47,Desert,femelle,2
19,33,Desert,male,1
12,17,Foret,femelle,2
4,7,Montagne,femelle,1
18,32,Desert,femelle,2
17,30,Grotte,femelle,2
26,26,Foret,femelle,3
14,19,Desert,male,1
6,6,Desert,male,0
28,30,Grotte,femelle,2
22,23,Montagne,male,2
6,6,Grotte,femelle,1
1,1,Montagne,femelle,1
27,47,Montagne,male,2
23,32,Marecage,femelle,2
28,50,Marecage,male,2
18,22,Montagne,male,2
21,25,Montagne,femelle,2
12,22,Foret,male,2
23,35,Desert,male,2
25,44,Plaine,femelle,3
12,15,Grotte,femelle,1
28,28,Grotte,male,2
27,48,Grotte,femelle,3
13,20,Marecage,male,1
6,10,Montagne,male,1
5,5,Plaine,male,1
4,6,Marecage,femelle,1
29,31,Plaine,male,2
23,27,Plaine,male,2
23,24,Desert,femelle,2
16,18,Marecage,femelle,2
10,12,Montagne,femelle,2
23,41,Montagne,femelle,3
1,1,Plaine,femelle,2
26,33,Montagne,femelle,3
6,8,Foret,male,1
11,20,Montagne,femelle,2
26,50,Grotte,femelle,3
1,1,Grotte,male,0
8,9,Foret,femelle,2
28,45,Grotte,femelle,3
2,3,Grotte,male,0
21,38,Grotte,male,2
11,16,Montagne,male,1
9,13,Montagne,femelle,2
16,16,Plaine,femelle,2
6,9,Foret,femelle,2
7,7,Marecage,male,1
30,45,Plaine,femelle,3
3,3,Marecage,male,1
23,42,Plaine,femelle,3
3,5,Foret,femelle,2
8,12,Montagne,femelle,2
25,34,Grotte,femelle,2
7,7,Desert,male,1
17,30,Grotte,femelle,2
14,20,Grotte,male,1
4,7,Montagne,male,1
1,1,Foret,male,1
10,18,Marecage,femelle,2
20,30,Montagne,male,2
5,5,Marecage,femelle,1
26,41,Montagne,femelle,3
9,14,Montagne,male,1
21,34,Plaine,femelle,3
14,27,Foret,femelle,2
14,27,Plaine,femelle,2
30,37,Plaine,femelle,3
15,16,Foret,male,2
1,1,Grotte,male,0
22,34,Grotte,male,2
25,43,Desert,male,2
13,13,Foret,femelle,2
27,36,Montagne,femelle,3
29,42,Plaine,male,3
4,5,Desert,male,0
9,13,Grotte,femelle,1
18,19,Desert,femelle,2
1,1,Grotte,femelle,1
23,25,Grotte,femelle,2
8,9,Plaine,male,1
24,25,Foret,femelle,3
6,9,Marecage,male,1
6,10,Marecage,male,1
4,6,Montagne,male,1
4,5,Desert,femelle,1
24,46,Grotte,femelle,2
3,4,Plaine,male,1
2,2,Marecage,male,1
1,1,Marecage,male,1
6,11,Montagne,male,1
21,24,Grotte,male,1
27,27,Foret,male,2
7,11,Montagne,male,1
27,37,Montagne,femelle,3
22,37,Montagne,male,2
26,38,Plaine,femelle,3
14,18,Foret,male,2
9,9,Plaine,male,1
5,8,Marecage,male,1
7,12,Grotte,femelle,1
6,6,Desert,male,0
21,21,Plaine,male,2
4,7,Foret,femelle,2
29,39,Marecage,male,2
10,10,Foret,femelle,2
7,10,Grotte,femelle,1
19,37,Grotte,male,2
9,16,Plaine,male,2
10,15,Grotte,femelle,1
23,33,Foret,male,2
4,6,Grotte,femelle,1
10,13,Marecage,male,1
10,16,Desert,femelle,1
6,9,Desert,femelle,1
5,6,Marecage,femelle,1
15,16,Montagne,male,1
2,3,Montagne,male,1
26,30,Plaine,male,2
22,30,Foret,femelle,3
14,26,Marecage,male,1
19,37,Grotte,femelle,2
24,34,Marecage,male,2
8,11,Foret,femelle,2
20,32,Marecage,male,2
1,1,Montagne,femelle,1
15,17,Desert,male,1
4,5,Marecage,femelle,1
4,6,Montagne,femelle,1
12,17,Plaine,femelle,2
4,4,Desert,male,0
15,22,Grotte,male,1
9,10,Montagne,femelle,2
7,9,Plaine,male,1
8,13,Marecage,male,1
29,33,Grotte,male,2
4,5,Foret,male,1
2,2,Desert,male,0
28,42,Marecage,femelle,3
16,24,Desert,femelle,2
12,19,Grotte,male,1
6,6,Foret,male,1
15,20,Marecage,femelle,2
7,7,Foret,male,1
12,15,Desert,male,1
15,26,Desert,femelle,2
17,17,Plaine,femelle,2
27,38,Montagne,male,2
30,32,Marecage,male,2
27,49,Montagne,male,2
13,20,Grotte,femelle,2
25,39,Marecage,male,2
26,31,Foret,femelle,3
29,29,Grotte,femelle,2
10,10,Montagne,femelle,2
28,50,Plaine,male,3
14,19,Grotte,femelle,2
26,28,Grotte,male,2
1,1,Desert,male,0
2,3,Desert,male,0
7,9,Grotte,femelle,1
4,7,Grotte,male,1
20,28,Marecage,femelle,2
3,4,Plaine,male,1
5,5,Marecage,femelle,1
14,19,Grotte,femelle,2
30,36,Montagne,femelle,3
21,30,Foret,male,2
3,4,Foret,male,1
6,11,Marecage,femelle,1
19,24,Desert,femelle,2
13,18,Plaine,femelle,2
17,23,Grotte,femelle,2
30,47,Montagne,male,2
3,5,Montagne,male,1
30,55,Marecage,male,2
12,15,Foret,femelle,2
1,1,Plaine,male,1
13,18,Desert,male,1
10,11,Marecage,male,1
18,23,Plaine,femelle,2
23,24,Foret,male,2
15,28,Marecage,male,1
13,24,Grotte,male,1
18,35,Grotte,male,2
7,8,Grotte,femelle,1
19,21,Plaine,male,2
2,2,Plaine,male,1
21,32,Marecage,male,2
26,50,Foret,femelle,3
25,40,Desert,male,2
17,31,Desert,male,1
23,35,Desert,femelle,2
1,1,Foret,femelle,1
13,20,Grotte,male,1
22,32,Marecage,male,2
1,1,Marecage,femelle,1
27,52,Desert,femelle,2
21,23,Montagne,femelle,2
20,39,Desert,male,1
25,34,Desert,male,2
13,21,Marecage,femelle,2
6,7,Montagne,femelle,1
9,10,Marecage,femelle,1
2,3,Montagne,male,1
21,29,Marecage,male,2
10,19,Grotte,femelle,1
12,23,Marecage,male,1
22,30,Grotte,femelle,2
13,15,Plaine,male,2
22,34,Montagne,male,2
30,43,Marecage,femelle,3
8,11,Marecage,male,1
11,21,Marecage,male,1
13,23,Marecage,femelle,2
7,12,Plaine,femelle,2
27,29,Foret,femelle,3
28,54,Grotte,male,2
30,37,Plaine,femelle,3
5,9,Marecage,male,1
13,16,Montagne,femelle,2
25,32,Marecage,male,2
3,4,Foret,male,1
1,1,Montagne,femelle,1
1,1,Montagne,male,1
28,35,Desert,male,2
30,52,Plaine,femelle,3
21,26,Foret,male,2
14,19,Plaine,femelle,2
2,2,Desert,male,0
6,10,Marecage,femelle,1
17,20,Plaine,femelle,2
19,27,Foret,male,2
4,6,Plaine,male,1
4,4,Plaine,male,1
2,2,Foret,male,1
7,13,Foret,male,1
19,27,Marecage,male,2
23,26,Grotte,male,2
13,24,Plaine,femelle,2
21,25,Marecage,male,2
17,31,Montagne,male,2
13,19,Foret,femelle,2
4,5,Montagne,femelle,1
11,20,Plaine,femelle,2
13,17,Plaine,femelle,2
7,8,Marecage,male,1
21,30,Foret,male,2
4,4,Grotte,femelle,1
8,12,Montagne,femelle,2
8,8,Foret,femelle,2
15,23,Desert,femelle,2
2,3,Marecage,femelle,1
12,23,Marecage,male,1
17,32,Marecage,femelle,2
8,9,Grotte,femelle,1
8,12,Desert,femelle,1
22,35,Desert,femelle,2
3,5,Desert,male,0
19,26,Desert,male,1
17,17,Montagne,male,2
3,4,Desert,male,0
2,3,Montagne,femelle,1
26,33,Desert,male,2
19,36,Marecage,femelle,2
22,27,Marecage,male,2
6,7,Grotte,male,1
16,26,Marecage,femelle,2
9,9,Marecage,male,1
17,25,Montagne,femelle,2
24,37,Grotte,male,2
